DUNGEON #,DUNGEON NAME,Difficulty,CHARACTER,Date,Duration,DEATHS,Kills,Result,Run Type,Instance ID,Dungeon Report Link,PRE_FLAWLESS
,Spire of the Watcher,Normal,Warlock,"May 31, 2026",1:41:27,5,1157,Solo,Unknown,16856671552,https://dungeon.report/pgcr/16856671552,Pre-Flawless
,Spire of the Watcher,Normal,Warlock,"May 29, 2026",48:06:00,2,456,DNF,—,16855100831,https://dungeon.report/pgcr/16855100831,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 28, 2026",1:46:33,2,938,Solo,Unknown,16854026806,https://dungeon.report/pgcr/16854026806,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 25, 2026",37:59:00,2,359,Solo,Unknown,16851148464,https://dungeon.report/pgcr/16851148464,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 25, 2026",1:55:00,8,881,DNF,—,16850917980,https://dungeon.report/pgcr/16850917980,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 24, 2026",1:19:31,14,568,Solo,Unknown,16849946384,https://dungeon.report/pgcr/16849946384,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 24, 2026",1:27:29,4,912,DNF,—,16849744092,https://dungeon.report/pgcr/16849744092,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 22, 2026",45:29:00,2,379,DNF,—,16848057680,https://dungeon.report/pgcr/16848057680,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 22, 2026",1:10:29,7,371,DNF,—,16848029617,https://dungeon.report/pgcr/16848029617,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"May 18, 2026",22:52,1,148,DNF,—,16845465400,https://dungeon.report/pgcr/16845465400,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",1:21:12,0,961,Solo Flawless,Unknown,16844816565,https://dungeon.report/pgcr/16844816565,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",1:01:47,1,764,DNF,—,16844585610,https://dungeon.report/pgcr/16844585610,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",6:31,1,58,DNF,—,16844542654,https://dungeon.report/pgcr/16844542654,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",51:06:00,1,712,DNF,—,16844538622,https://dungeon.report/pgcr/16844538622,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",3:56,1,34,DNF,—,16844499992,https://dungeon.report/pgcr/16844499992,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",5:37,1,40,DNF,—,16844496242,https://dungeon.report/pgcr/16844496242,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",1:15:40,1,1112,DNF,—,16844474089,https://dungeon.report/pgcr/16844474089,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",4:28,1,18,DNF,—,16844415460,https://dungeon.report/pgcr/16844415460,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",10:07,1,111,DNF,—,16844411361,https://dungeon.report/pgcr/16844411361,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 17, 2026",12:27,1,196,DNF,—,16844403862,https://dungeon.report/pgcr/16844403862,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 13, 2026",12:43,2,194,DNF,—,16841287754,https://dungeon.report/pgcr/16841287754,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 13, 2026",21:54,1,273,DNF,—,16841283064,https://dungeon.report/pgcr/16841283064,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 13, 2026",17:11,3,240,DNF,—,16841276443,https://dungeon.report/pgcr/16841276443,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 12, 2026",13:08,1,194,DNF,—,16841271071,https://dungeon.report/pgcr/16841271071,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 12, 2026",46:10:00,11,693,DNF,—,16841254732,https://dungeon.report/pgcr/16841254732,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 12, 2026",1:12,0,0,DNF,—,16841237669,https://dungeon.report/pgcr/16841237669,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 12, 2026",12:02,3,114,DNF,—,16841234482,https://dungeon.report/pgcr/16841234482,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 12, 2026",7:22,1,79,DNF,—,16841229703,https://dungeon.report/pgcr/16841229703,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 10, 2026",32:07:00,1,449,DNF,—,16839882148,https://dungeon.report/pgcr/16839882148,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 10, 2026",6:28,1,76,DNF,—,16839869412,https://dungeon.report/pgcr/16839869412,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 10, 2026",6:13,1,73,DNF,—,16839866852,https://dungeon.report/pgcr/16839866852,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 10, 2026",5:00,1,47,DNF,—,16839864058,https://dungeon.report/pgcr/16839864058,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 9, 2026",52:51:00,1,643,DNF,—,16839101456,https://dungeon.report/pgcr/16839101456,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 9, 2026",39:22:00,2,421,DNF,—,16839074310,https://dungeon.report/pgcr/16839074310,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",2:21:33,9,2172,DNF,—,16838260450,https://dungeon.report/pgcr/16838260450,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",1:23,0,0,DNF,—,16838189749,https://dungeon.report/pgcr/16838189749,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",2:28,0,0,DNF,—,16838189333,https://dungeon.report/pgcr/16838189333,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",6:38,1,75,DNF,—,16838188150,https://dungeon.report/pgcr/16838188150,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",2:00,0,0,DNF,—,16838184770,https://dungeon.report/pgcr/16838184770,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",12:25,1,125,DNF,—,16838183945,https://dungeon.report/pgcr/16838183945,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",1:15,0,0,DNF,—,16838176879,https://dungeon.report/pgcr/16838176879,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",3:52,0,36,DNF,—,16838176285,https://dungeon.report/pgcr/16838176285,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",8:26,1,107,DNF,—,16838174270,https://dungeon.report/pgcr/16838174270,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 8, 2026",4:02,1,22,DNF,—,16838169621,https://dungeon.report/pgcr/16838169621,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",24:29:00,3,326,DNF,—,16836873353,https://dungeon.report/pgcr/16836873353,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",53:18:00,5,644,Solo,Unknown,16836860899,https://dungeon.report/pgcr/16836860899,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",44:48:00,3,523,DNF,—,16836816825,https://dungeon.report/pgcr/16836816825,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",2:38:22,15,2428,DNF,—,16836672646,https://dungeon.report/pgcr/16836672646,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",16:58,2,248,DNF,—,16836569474,https://dungeon.report/pgcr/16836569474,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",6:49,1,29,DNF,—,16836558417,https://dungeon.report/pgcr/16836558417,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",3:23,0,21,DNF,—,16836554424,https://dungeon.report/pgcr/16836554424,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 6, 2026",23:41,4,141,DNF,—,16836544905,https://dungeon.report/pgcr/16836544905,Pre-Flawless
,Equilibrium,Normal,Titan,"Feb 24, 2026",5:50,1,53,DNF,—,16789983687,https://dungeon.report/pgcr/16789983687,Pre-Flawless
,Equilibrium,Normal,Titan,"Feb 14, 2026",1:16:13,10,701,DNF,—,16781447432,https://dungeon.report/pgcr/16781447432,Pre-Flawless
,Equilibrium,Normal,Titan,"Feb 7, 2026",5:59,0,18,DNF,—,16775689417,https://dungeon.report/pgcr/16775689417,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 29, 2026",1:25:26,9,850,DNF,—,16765059555,https://dungeon.report/pgcr/16765059555,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 27, 2026",1:20:08,6,785,DNF,—,16761973026,https://dungeon.report/pgcr/16761973026,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 24, 2026",1:11:10,7,715,DNF,—,16757707263,https://dungeon.report/pgcr/16757707263,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 23, 2026",23:53,2,101,DNF,—,16756259373,https://dungeon.report/pgcr/16756259373,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 5, 2026",1:39:33,12,718,DNF,—,16733624640,https://dungeon.report/pgcr/16733624640,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 3, 2026",2:58:58,19,1441,DNF,—,16730258147,https://dungeon.report/pgcr/16730258147,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 2, 2026",1:35:02,8,1111,DNF,—,16728365401,https://dungeon.report/pgcr/16728365401,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 2, 2026",43:50:00,4,541,DNF,—,16728252238,https://dungeon.report/pgcr/16728252238,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 2, 2026",47:04:00,6,418,DNF,—,16728091112,https://dungeon.report/pgcr/16728091112,Pre-Flawless
,Equilibrium,Normal,Titan,"Jan 1, 2026",1:04:05,7,465,DNF,—,16726366997,https://dungeon.report/pgcr/16726366997,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Dec 18, 2025",13:15,3,171,DNF,—,16697548551,https://dungeon.report/pgcr/16697548551,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Dec 18, 2025",6:26,1,28,DNF,—,16697440436,https://dungeon.report/pgcr/16697440436,Pre-Flawless
,Equilibrium,Normal,Titan,"Dec 15, 2025",1:35:06,15,765,DNF,—,16690378618,https://dungeon.report/pgcr/16690378618,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"Dec 8, 2025",1:18:11,6,485,DNF,—,16672399336,https://dungeon.report/pgcr/16672399336,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"Nov 28, 2025",1:14:57,4,558,Solo,Unknown,16643064676,https://dungeon.report/pgcr/16643064676,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"Nov 28, 2025",42:57:00,4,313,DNF,—,16642995229,https://dungeon.report/pgcr/16642995229,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"Nov 28, 2025",47:57:00,1,355,DNF,—,16642952640,https://dungeon.report/pgcr/16642952640,Pre-Flawless
,Spire of the Watcher,Normal,Titan,"Nov 25, 2025",1:25:09,7,613,DNF,—,16639415612,https://dungeon.report/pgcr/16639415612,Pre-Flawless
,Spire of the Watcher,Normal,Warlock,"Nov 17, 2025",46:28:00,2,455,DNF,—,16629072891,https://dungeon.report/pgcr/16629072891,Pre-Flawless
,Spire of the Watcher,Normal,Warlock,"Nov 17, 2025",1:02:12,4,498,DNF,—,16628996857,https://dungeon.report/pgcr/16628996857,Pre-Flawless
,Spire of the Watcher,Normal,Warlock,"Nov 16, 2025",1:37:00,6,427,DNF,—,16627779972,https://dungeon.report/pgcr/16627779972,Pre-Flawless
,Spire of the Watcher,Normal,Warlock,"Nov 16, 2025",15:45,0,142,DNF,—,16627717662,https://dungeon.report/pgcr/16627717662,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 15, 2025",1:01:04,1,621,DNF,—,16626081362,https://dungeon.report/pgcr/16626081362,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 14, 2025",1:08:47,1,871,DNF,—,16624389766,https://dungeon.report/pgcr/16624389766,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 14, 2025",9:51,1,111,DNF,—,16624308175,https://dungeon.report/pgcr/16624308175,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 13, 2025",31:01:00,3,352,DNF,—,16623315523,https://dungeon.report/pgcr/16623315523,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 12, 2025",26:36:00,0,142,DNF,—,16622016661,https://dungeon.report/pgcr/16622016661,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",1:18:21,1,1074,DNF,—,16620804906,https://dungeon.report/pgcr/16620804906,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",7:52,1,74,DNF,—,16620742385,https://dungeon.report/pgcr/16620742385,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",49:54:00,1,690,DNF,—,16620730160,https://dungeon.report/pgcr/16620730160,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",3:33,1,29,DNF,—,16620680882,https://dungeon.report/pgcr/16620680882,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",16:36,2,225,DNF,—,16620676344,https://dungeon.report/pgcr/16620676344,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",4:43,1,32,DNF,—,16620657225,https://dungeon.report/pgcr/16620657225,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",4:05,1,36,DNF,—,16620652591,https://dungeon.report/pgcr/16620652591,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 11, 2025",1:00:14,0,699,DNF,—,16619558971,https://dungeon.report/pgcr/16619558971,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 10, 2025",37:44:00,10,840,DNF,—,16619523941,https://dungeon.report/pgcr/16619523941,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 9, 2025",16:53,5,274,DNF,—,16617490728,https://dungeon.report/pgcr/16617490728,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 8, 2025",28:18:00,5,450,DNF,—,16617474633,https://dungeon.report/pgcr/16617474633,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 8, 2025",1:34:40,3,1255,DNF,—,16617440313,https://dungeon.report/pgcr/16617440313,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 7, 2025",9:13,0,119,DNF,—,16616340745,https://dungeon.report/pgcr/16616340745,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 7, 2025",31:17:00,8,300,DNF,—,16616327901,https://dungeon.report/pgcr/16616327901,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 6, 2025",11:17,3,135,DNF,—,16615341761,https://dungeon.report/pgcr/16615341761,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"Nov 6, 2025",14:34,4,122,DNF,—,16615324285,https://dungeon.report/pgcr/16615324285,Pre-Flawless
,Duality,Normal,Hunter,"Nov 5, 2025",1:17:24,0,1011,Solo Flawless,Unknown,16614532680,https://dungeon.report/pgcr/16614532680,Pre-Flawless
,Duality,Normal,Hunter,"Nov 5, 2025",33:50:00,3,369,DNF,—,16614484911,https://dungeon.report/pgcr/16614484911,Pre-Flawless
,Duality,Normal,Hunter,"Nov 4, 2025",30:14:00,1,377,DNF,—,16613681634,https://dungeon.report/pgcr/16613681634,Pre-Flawless
,Duality,Normal,Hunter,"Oct 22, 2025",26:52:00,0,348,Solo Flawless,Unknown,16600064145,https://dungeon.report/pgcr/16600064145,Pre-Flawless
,Duality,Normal,Hunter,"Oct 22, 2025",1:00:57,1,831,DNF,—,16600044013,https://dungeon.report/pgcr/16600044013,Pre-Flawless
,Duality,Normal,Hunter,"Oct 20, 2025",1:16:39,1,1137,Solo,Unknown,16597799491,https://dungeon.report/pgcr/16597799491,Pre-Flawless
,Duality,Normal,Hunter,"Oct 20, 2025",1:13:37,1,859,DNF,—,16597456430,https://dungeon.report/pgcr/16597456430,Pre-Flawless
,Duality,Normal,Hunter,"Oct 20, 2025",49:26:00,1,617,DNF,—,16597377126,https://dungeon.report/pgcr/16597377126,Pre-Flawless
,Duality,Normal,Hunter,"Oct 13, 2025",26:02:00,1,330,DNF,—,16588383587,https://dungeon.report/pgcr/16588383587,Pre-Flawless
,Duality,Normal,Hunter,"Oct 10, 2025",34:40:00,2,364,DNF,—,16583744732,https://dungeon.report/pgcr/16583744732,Pre-Flawless
,Duality,Normal,Hunter,"Oct 9, 2025",2:27,0,8,DNF,—,16582148244,https://dungeon.report/pgcr/16582148244,Pre-Flawless
,Duality,Normal,Hunter,"Oct 9, 2025",1:09,0,0,DNF,—,16582144952,https://dungeon.report/pgcr/16582144952,Pre-Flawless
,Duality,Normal,Hunter,"Oct 9, 2025",18:11,1,236,DNF,—,16582144250,https://dungeon.report/pgcr/16582144250,Pre-Flawless
,Duality,Normal,Hunter,"Oct 9, 2025",14:48,1,159,DNF,—,16582127224,https://dungeon.report/pgcr/16582127224,Pre-Flawless
,Duality,Normal,Hunter,"Oct 9, 2025",1:31:31,1,969,Solo,Unknown,16581836173,https://dungeon.report/pgcr/16581836173,Pre-Flawless
,Duality,Normal,Hunter,"Jul 13, 2025",37:28:00,1,508,DNF,—,16284681034,https://dungeon.report/pgcr/16284681034,Pre-Flawless
,Duality,Normal,Hunter,"Jul 13, 2025",11:49,1,122,DNF,—,16284603315,https://dungeon.report/pgcr/16284603315,Pre-Flawless
,Duality,Normal,Hunter,"Jul 13, 2025",6:06,1,29,DNF,—,16284577143,https://dungeon.report/pgcr/16284577143,Pre-Flawless
,Duality,Normal,Hunter,"Jul 13, 2025",9:21,1,76,DNF,—,16284563842,https://dungeon.report/pgcr/16284563842,Pre-Flawless
,Duality,Normal,Hunter,"Jul 8, 2025",1:49:08,1,1046,DNF,—,16268856244,https://dungeon.report/pgcr/16268856244,Pre-Flawless
,Duality,Normal,Hunter,"Jul 8, 2025",4:46,1,24,DNF,—,16268650987,https://dungeon.report/pgcr/16268650987,Pre-Flawless
,Duality,Normal,Hunter,"Jul 8, 2025",10:00,1,54,DNF,—,16268640622,https://dungeon.report/pgcr/16268640622,Pre-Flawless
,Duality,Normal,Hunter,"Jul 7, 2025",1:50:05,13,1533,Solo,Unknown,16266006172,https://dungeon.report/pgcr/16266006172,Pre-Flawless
,Duality,Normal,Hunter,"Jul 6, 2025",34:32:00,5,435,DNF,—,16263671462,https://dungeon.report/pgcr/16263671462,Pre-Flawless
,Duality,Normal,Hunter,"Jul 6, 2025",25:09:00,4,238,DNF,—,16263620492,https://dungeon.report/pgcr/16263620492,Pre-Flawless
,Duality,Normal,Hunter,"Jul 6, 2025",17:33,3,227,DNF,—,16263552183,https://dungeon.report/pgcr/16263552183,Pre-Flawless
,Duality,Normal,Hunter,"Jul 6, 2025",44:32:00,2,417,DNF,—,16263517971,https://dungeon.report/pgcr/16263517971,Pre-Flawless
,Duality,Normal,Hunter,"Jul 5, 2025",1:26:40,6,752,DNF,—,16260435425,https://dungeon.report/pgcr/16260435425,Pre-Flawless
,Ghosts of the Deep,Normal,Warlock,"Jun 9, 2025",1:49:21,6,2018,DNF,—,16206860975,https://dungeon.report/pgcr/16206860975,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 31, 2025",2:13:31,6,1477,Solo,Unknown,16185319728,https://dungeon.report/pgcr/16185319728,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 30, 2025",1:54:08,9,2088,DNF,—,16183193798,https://dungeon.report/pgcr/16183193798,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 29, 2025",30:46:00,8,593,DNF,—,16181268484,https://dungeon.report/pgcr/16181268484,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 29, 2025",1:00:41,14,833,DNF,—,16181200068,https://dungeon.report/pgcr/16181200068,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 28, 2025",2:08:27,6,1833,DNF,—,16179250669,https://dungeon.report/pgcr/16179250669,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 20, 2025",37:19:00,8,426,DNF,—,16161011315,https://dungeon.report/pgcr/16161011315,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 19, 2025",24:40:00,0,160,DNF,—,16158789408,https://dungeon.report/pgcr/16158789408,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 19, 2025",21:02,3,202,DNF,—,16158751852,https://dungeon.report/pgcr/16158751852,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 19, 2025",29:02:00,9,240,DNF,—,16158719015,https://dungeon.report/pgcr/16158719015,Pre-Flawless
,Warlord's Ruin,Normal,Hunter,"May 19, 2025",11:08,5,136,DNF,—,16158621906,https://dungeon.report/pgcr/16158621906,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 17, 2025",1:33:37,0,1328,Solo Flawless,Unknown,16153706225,https://dungeon.report/pgcr/16153706225,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 17, 2025",5:47,1,70,DNF,—,16153555760,https://dungeon.report/pgcr/16153555760,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 17, 2025",5:56,1,29,DNF,—,16153545883,https://dungeon.report/pgcr/16153545883,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 17, 2025",4:49,1,52,DNF,—,16153536375,https://dungeon.report/pgcr/16153536375,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 17, 2025",16:58,1,169,DNF,—,16153469609,https://dungeon.report/pgcr/16153469609,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 17, 2025",54:05:00,1,657,DNF,—,16153417974,https://dungeon.report/pgcr/16153417974,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 17, 2025",1:09,0,0,DNF,—,16153287966,https://dungeon.report/pgcr/16153287966,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 16, 2025",1:32:04,1,1347,DNF,—,16150631396,https://dungeon.report/pgcr/16150631396,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 15, 2025",1:56:11,7,1974,DNF,—,16148203009,https://dungeon.report/pgcr/16148203009,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 15, 2025",31:49:00,1,456,DNF,—,16148050950,https://dungeon.report/pgcr/16148050950,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 15, 2025",16:08,1,204,DNF,—,16147999035,https://dungeon.report/pgcr/16147999035,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 15, 2025",6:07,1,70,DNF,—,16147972666,https://dungeon.report/pgcr/16147972666,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 15, 2025",1:19:54,6,1272,Solo,Unknown,16147948999,https://dungeon.report/pgcr/16147948999,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 14, 2025",1:25:11,5,1458,DNF,—,16145832252,https://dungeon.report/pgcr/16145832252,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 14, 2025",14:29,1,167,DNF,—,16145714334,https://dungeon.report/pgcr/16145714334,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 14, 2025",2:35,1,0,DNF,—,16145692005,https://dungeon.report/pgcr/16145692005,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 14, 2025",4:37,1,27,DNF,—,16145688229,https://dungeon.report/pgcr/16145688229,Pre-Flawless
,Warlord's Ruin,Normal,Warlock,"May 12, 2025",1:37:11,6,1308,DNF,—,16140515053,https://dungeon.report/pgcr/16140515053,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",1:59:10,0,1823,Solo Flawless,Unknown,16137973449,https://dungeon.report/pgcr/16137973449,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",11:42,1,129,DNF,—,16137815779,https://dungeon.report/pgcr/16137815779,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",4:48,1,24,DNF,—,16137798478,https://dungeon.report/pgcr/16137798478,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",3:11,1,14,DNF,—,16137791888,https://dungeon.report/pgcr/16137791888,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",23:13,0,87,DNF,—,16136902789,https://dungeon.report/pgcr/16136902789,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",13:39,2,117,DNF,—,16136794126,https://dungeon.report/pgcr/16136794126,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",22:56,1,233,DNF,—,16136757818,https://dungeon.report/pgcr/16136757818,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",22:58,1,94,DNF,—,16136685280,https://dungeon.report/pgcr/16136685280,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",4:34,0,0,DNF,—,16136595714,https://dungeon.report/pgcr/16136595714,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",3:45,1,14,DNF,—,16136583338,https://dungeon.report/pgcr/16136583338,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",1:33,1,0,DNF,—,16136573620,https://dungeon.report/pgcr/16136573620,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 11, 2025",9:41,1,98,DNF,—,16136570360,https://dungeon.report/pgcr/16136570360,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 9, 2025",53:46:00,1,813,DNF,—,16131351621,https://dungeon.report/pgcr/16131351621,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 6, 2025",1:39:43,11,839,DNF,—,16123066509,https://dungeon.report/pgcr/16123066509,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 5, 2025",33:08:00,7,324,DNF,—,16118146079,https://dungeon.report/pgcr/16118146079,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 5, 2025",14:24,1,124,DNF,—,16118117871,https://dungeon.report/pgcr/16118117871,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",25:08:00,3,246,DNF,—,16118105284,https://dungeon.report/pgcr/16118105284,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",19:45,1,262,DNF,—,16118079719,https://dungeon.report/pgcr/16118079719,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",6:00,0,30,DNF,—,16118056760,https://dungeon.report/pgcr/16118056760,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",46:30:00,1,432,DNF,—,16118046109,https://dungeon.report/pgcr/16118046109,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",10:05,1,47,DNF,—,16117995852,https://dungeon.report/pgcr/16117995852,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",5:07,1,36,DNF,—,16117984655,https://dungeon.report/pgcr/16117984655,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",5:46,1,53,DNF,—,16117978203,https://dungeon.report/pgcr/16117978203,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",7:28,1,42,DNF,—,16117971457,https://dungeon.report/pgcr/16117971457,Pre-Flawless
,Warlord's Ruin,Normal,Titan,"May 4, 2025",5:20,1,34,DNF,—,16117963140,https://dungeon.report/pgcr/16117963140,Pre-Flawless
